Año,Organismo Promotor,Empleos potenciales comprometidos,Empleos mejorados comprometidos,Empresas atendidas potenciales comprometidas,Empresas atendidas existentes comprometidas,Certificaciones Organizacionales comprometidas,Implantaciones comprometidas, Monto de aportación del PROSOFT ," Monto de aportación de la entidad federativa
 ", Monto de aportación del sector privado , Monto de aportación del sector académico , Monto de aportación de otros aportantes , Total de aportaciones ,Localización-Municipio del Proyecto,Localización-Entidad Federativa del Proyecto,Vinculado al Banco Mundial,Componente de Banco Mundial
2011,Jalisco,0,0,0,1,0,0,"$2,186,600.00","$2,186,600.00","$4,373,200.00",$0.00,$0.00,"$8,746,400.00",Guadalajara,Jalisco,0,
2011,CANIETI,0,0,0,1,0,0,"$81,505.00",$0.00,"$81,505.00",$0.00,$0.00,"$163,010.00",Benito Juárez,Distrito Federal,0,
2011,CANIETI,0,0,0,1,0,0,"$249,262.50",$0.00,"$747,787.50",$0.00,$0.00,"$997,050.00",Benito Juárez,Distrito Federal,0,
2011,CANIETI,0,0,0,1,0,0,"$63,234.80",$0.00,"$189,704.20",$0.00,$0.00,"$252,939.00",Benito Juárez,Distrito Federal,0,
2011,CANIETI,0,0,0,1,0,0,"$601,855.00",$0.00,"$601,855.00",$0.00,$0.00,"$1,203,710.00",Benito Juárez,Distrito Federal,0,
2011,CANIETI,0,0,0,1,0,0,"$69,081.50",$0.00,"$207,244.50",$0.00,$0.00,"$276,326.00",Benito Juárez,Distrito Federal,0,
2011,Morelos,4,0,0,1,0,0,"$1,211,010.00","$1,211,010.00","$2,422,000.00",$0.00,$0.00,"$4,844,020.00",Cuernavaca,Morelos,0,
2011,Jalisco,0,0,0,1,0,0,"$4,000,000.00","$4,000,000.00","$8,000,000.00",$0.00,$0.00,"$16,000,000.00",Guadalajara,Jalisco,0,
2011,Jalisco,10,2,0,1,1,1,"$214,000.00","$214,000.00","$428,000.00",$0.00,$0.00,"$856,000.00",Guadalajara,Jalisco,0,
2011,Guerrero,0,0,0,18,0,0,"$74,975.20","$149,950.30","$74,975.20",$0.00,$0.00,"$299,900.70",Acapulco,Guerrero,0,
2011,Morelos,133,0,0,1,0,0,"$3,602,000.00","$3,602,000.00","$9,602,000.00",$0.00,$0.00,"$16,806,000.00",Cuernavaca,Morelos,0,
2011,Jalisco,1,0,0,1,1,1,"$68,556.00","$68,556.00","$137,112.00",$0.00,$0.00,"$274,224.00",Zapopan,Jalisco,0,
2011,Chihuahua,3,5,0,1,0,0,"$178,378.00","$178,378.00","$356,756.00",$0.00,$0.00,"$713,512.00",Chihuahua,Chihuahua,0,
2011,Tabasco,0,0,0,1,0,0,"$302,500.00","$302,500.00","$605,002.50",$0.00,$0.00,"$1,210,002.50",Varios,Tabasco,0,
2011,AMITI,0,0,0,75,0,0,"$812,000.00",$0.00,"$203,000.00",$0.00,$0.00,"$1,015,000.00",Corregidora,Querétaro,1,B. Fortalecimiento de Clústers 
2011,Baja California,0,10,0,1,1,1,"$72,500.00","$72,500.00",$0.00,"$145,000.00",$0.00,"$290,000.00",Ensenada,Baja California,0,
2011,Jalisco,0,0,0,1,0,0,"$957,000.00","$957,000.00","$1,914,000.00",$0.00,$0.00,"$3,828,000.00",Zapopan,Jalisco,0,
2011,Jalisco,46,0,0,1,0,0,"$920,584.00","$920,584.00","$1,841,170.00",$0.00,$0.00,"$3,682,338.00",Guadalajara,Jalisco,0,
2011,CANIETI,0,0,0,1,0,0,"$2,711,500.00",$0.00,"$478,500.00",$0.00,$0.00,"$3,190,000.00",Cuauhtémoc,Distrito Federal,1,"E. Subcontratación (""Outsourcing"") de servicios del Gobierno"
2011,Baja California,0,0,0,1,0,0,"$115,625.00","$115,625.00","$231,250.00",$0.00,$0.00,"$462,500.00",Mexicali,Baja California,0,
2011,Jalisco,9,0,0,1,1,1,"$286,915.00","$286,915.00","$573,830.00",$0.00,$0.00,"$1,147,660.00",Guadalajara,Jalisco,0,
2011,Jalisco,3,0,0,1,1,1,"$345,150.00",$0.00,"$185,850.00",$0.00,$0.00,"$531,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers 
2011,AMITI,5,0,0,1,0,0,"$145,000.00",$0.00,"$435,000.00",$0.00,$0.00,"$580,000.00",Benito Juárez,Distrito Federal,0,
2011,Jalisco,14,0,0,1,0,0,"$276,290.00","$276,290.00","$552,581.00",$0.00,$0.00,"$1,105,161.00",Zapopan,Jalisco,0,
2011,Sinaloa,6,2,0,1,1,1,"$217,500.00","$217,500.00","$435,000.00",$0.00,$0.00,"$870,000.00",Culiacán,Sinaloa,0,
2011,AMITI,0,0,0,14,0,0,"$765,672.00",$0.00,"$135,118.00",$0.00,$0.00,"$900,790.00",Zacatecas,Zacatecas,1,B. Fortalecimiento de Clústers 
2011,AMITI,72,0,0,1,0,0,"$1,328,432.00",$0.00,"$3,985,294.60",$0.00,$0.00,"$5,313,726.60",Benito Juárez,Distrito Federal,0,
2011,AMITI,0,0,0,1,0,0,"$855,950.00",$0.00,"$151,050.00",$0.00,$0.00,"$1,007,000.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,CANIETI,51,10,0,1,0,0,"$1,619,485.00",$0.00,"$4,858,456.00",$0.00,$0.00,"$6,477,941.00",Cuautlancingo,Puebla,0,
2011,AMESOL,0,0,0,1,0,0,"$1,125,000.00",$0.00,"$3,375,000.00",$0.00,$0.00,"$4,500,000.00",San Pedro Garza García,Nuevo León,0,
2011,Morelos,60,0,0,1,0,0,"$2,054,673.10","$2,054,673.10","$4,109,346.00",$0.00,$0.00,"$8,218,692.20",Cuernavaca,Morelos,0,
2011,Morelos,15,15,0,1,0,0,"$1,500,000.00","$1,500,000.00","$3,093,990.00",$0.00,$0.00,"$6,093,990.00",Cuernavaca,Morelos,0,
2011,AMITI,0,0,0,16,0,0,"$799,000.00",$0.00,"$141,000.00",$0.00,$0.00,"$940,000.00",Apizaco,Tlaxcala,1,B. Fortalecimiento de Clústers 
2011,Morelos,2,5,20,0,0,1,"$553,000.00","$553,000.00","$1,106,000.00",$0.00,$0.00,"$2,212,000.00",Cuernavaca,Morelos,0,
2011,AMITI,15,50,0,1,0,1,"$1,915,370.00",$0.00,"$5,746,111.00",$0.00,$0.00,"$7,661,481.00",Cuauhtémoc,Distrito Federal,0,
2011,AMITI,13,6,0,1,1,1,"$232,649.00",$0.00,"$697,949.00",$0.00,$0.00,"$930,598.00",Miguel Hidalgo,Distrito Federal,0,
2011,CANIETI,25,55,0,1,0,0,"$538,733.00",$0.00,"$1,616,199.00",$0.00,$0.00,"$2,154,932.00",Veracruz,Veracruz,0,
2011,Jalisco,200,0,0,1,0,0,"$3,875,310.00","$3,875,310.00","$7,750,616.00",$0.00,$0.00,"$15,501,236.00",Zapopan,Jalisco,0,
2011,Jalisco,4,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",Zapopan,Jalisco,0,
2011,Jalisco,8,0,0,1,0,0,"$949,750.00","$949,750.00","$1,899,500.00",$0.00,$0.00,"$3,799,000.00",Guadalajara,Jalisco,0,
2011,Sinaloa,12,0,0,1,0,0,"$325,000.00","$325,000.00","$4,382,427.00",$0.00,$0.00,"$5,032,427.00",Culiacán,Sinaloa,0,
2011,AMITI,5,3,0,1,0,0,"$728,320.00",$0.00,"$2,184,962.00",$0.00,$0.00,"$2,913,282.00",Tlalnepantla de Baz,Estado de México,0,
2011,CANIETI,40,35,0,1,0,0,"$996,171.00",$0.00,"$2,988,513.00",$0.00,$0.00,"$3,984,684.00",San Pedro Garza García,Nuevo León,0,
2011,Sonora,150,0,0,1,0,0,"$1,332,779.00","$1,332,779.00","$2,665,558.00",$0.00,$0.00,"$5,331,116.00",Hermosillo,Sonora,0,
2011,CANIETI,60,45,0,1,0,0,"$1,507,775.00",$0.00,"$4,623,325.00",$0.00,$0.00,"$6,131,100.00",Monterrey,Nuevo León,0,
2011,Sinaloa,27,2,0,1,1,1,"$541,430.00","$541,430.00","$1,082,860.00",$0.00,$0.00,"$2,165,720.00",Culiacán,Sinaloa,0,
2011,Sinaloa,3,2,0,1,1,1,"$774,800.00",$0.00,"$417,200.00",$0.00,$0.00,"$1,192,000.00",Culiacán,Sinaloa,1,B. Fortalecimiento de Clústers 
2011,Jalisco,25,0,0,1,0,0,"$498,955.00","$498,955.00","$997,908.00",$0.00,$0.00,"$1,995,818.00",Guadalajara,Jalisco,0,
2011,Jalisco,36,0,0,1,0,0,"$1,087,988.00","$1,087,988.00","$2,175,973.00",$0.00,$0.00,"$4,351,949.00",Tlaquepaque,Jalisco,0,
2011,Sinaloa,3,2,0,1,1,1,"$774,800.00",$0.00,"$417,200.00",$0.00,$0.00,"$1,192,000.00",Culiacán,Sinaloa,1,B. Fortalecimiento de Clústers 
2011,Hidalgo,7,10,0,1,0,0,"$396,250.00","$396,250.00","$792,500.00",$0.00,$0.00,"$1,585,000.00",Pachuca de Soto,Hidalgo,0,
2011,Hidalgo,7,10,0,1,0,0,"$412,500.00","$412,500.00","$825,000.00",$0.00,$0.00,"$1,650,000.00",Pachuca de Soto,Hidalgo,0,
2011,Sinaloa,5,2,0,1,1,1,"$274,272.00","$274,272.00","$548,545.00",$0.00,$0.00,"$1,097,089.00",Culiacán,Sinaloa,0,
2011,CANIETI,55,30,0,1,0,0,"$1,398,736.00",$0.00,"$4,196,207.00",$0.00,$0.00,"$5,594,943.00",San Luis Potosí,San Luis Potosí,0,
2011,CANIETI,60,37,0,1,0,0,"$1,456,005.00",$0.00,"$4,368,015.00",$0.00,$0.00,"$5,824,020.00",Monterrey,Nuevo León,0,
2011,CANIETI,73,25,0,1,0,0,"$2,071,813.00",$0.00,"$6,215,437.00",$0.00,$0.00,"$8,287,250.00",San Pedro Garza García,Nuevo León,0,
2011,CANIETI,82,0,0,1,0,0,"$1,623,841.50",$0.00,"$4,871,524.50",$0.00,$0.00,"$6,495,366.00",San Pedro Garza García,Nuevo León,0,
2011,AMITI,6,3,0,1,0,0,"$576,172.00",$0.00,"$1,728,512.50",$0.00,$0.00,"$2,304,684.50",Nuevo León,Guanajuato,0,
2011,CANIETI,32,0,0,1,0,0,"$1,432,150.00",$0.00,"$4,296,450.00",$0.00,$0.00,"$5,728,600.00",Álvaro Obregón,Distrito Federal,0,
2011,CANIETI,0,0,0,1,0,0,"$899,000.00",$0.00,"$2,697,000.00",$0.00,$0.00,"$3,596,000.00",Álvaro Obregón,Distrito Federal,0,
2011,CANIETI,7,0,0,1,0,0,"$324,168.00",$0.00,"$972,504.00",$0.00,$0.00,"$1,296,672.00",Mérida,Yucatán,0,
2011,AMITI,0,100,0,20,20,20,"$1,068,172.00",$0.00,"$3,204,514.00",$0.00,$0.00,"$4,272,686.00",Cuauhtémoc,Distrito Federal,0,
2011,Jalisco,13,3,0,1,0,0,"$262,155.00","$262,155.00","$524,312.00",$0.00,$0.00,"$1,048,622.00",Guadalajara,Jalisco,0,
2011,CANIETI,0,12,0,1,0,0,"$623,645.00",$0.00,"$1,870,935.00",$0.00,$0.00,"$2,494,580.00",Cuauhtémoc,Distrito Federal,0,
2011,CANIETI,406,0,0,1,0,0,"$1,609,926.00",$0.00,"$4,829,780.00",$0.00,$0.00,"$6,439,706.00",Cuauhtémoc,Distrito Federal,0,
2011,Tabasco,0,0,0,1,0,0,"$275,000.00","$275,000.00","$550,000.00",$0.00,$0.00,"$1,100,000.00",Varios,Tabasco,0,
2011,Tabasco,0,0,0,1,0,0,"$91,206.00","$91,206.00","$182,414.00",$0.00,$0.00,"$364,826.00",Varios,Tabasco,0,
2011,Chiapas,0,0,0,1,0,0,"$575,000.00","$575,000.00","$1,150,930.00",$0.00,$0.00,"$2,300,930.00",Tuxtla Gutiérrez,Chiapas,0,
2011,CANIETI,0,0,0,1,0,0,"$1,215,000.00",$0.00,"$3,645,000.00",$0.00,$0.00,"$4,860,000.00",Cuauhtémoc,Distrito Federal,0,
2011,CANIETI,0,0,0,1,0,0,"$1,200,000.00",$0.00,"$3,600,000.00",$0.00,$0.00,"$4,800,000.00",Cuauhtémoc,Distrito Federal,0,
2011,Jalisco,7,1,0,1,1,1,"$483,070.00","$483,070.00","$966,139.00",$0.00,$0.00,"$1,932,279.00",Guadalajara,Jalisco,0,
2011,AMITI,40,25,0,1,0,0,"$471,334.00",$0.00,"$4,941,211.50",$0.00,$0.00,"$5,412,545.50",Álvaro Obregón,Distrito Federal,0,
2011,Tabasco,0,0,0,1,0,0,"$170,197.00","$170,197.00","$340,396.00",$0.00,$0.00,"$680,790.00",Varios,Tabasco,0,
2011,San Luis Potosí,17,0,0,1,0,0,"$641,625.00","$641,625.00","$1,283,250.00",$0.00,$0.00,"$2,566,500.00",San Luis Potosí,San Luis Potosí,0,
2011,Sinaloa,0,0,0,1,0,0,"$150,000.00","$150,000.00","$300,000.00",$0.00,$0.00,"$600,000.00",Culiacán,Sinaloa,0,
2011,Sinaloa,9,2,0,1,1,1,"$262,500.00","$262,500.00","$525,000.00",$0.00,$0.00,"$1,050,000.00",Ahome,Sinaloa,0,
2011,Jalisco,33,0,0,1,0,0,"$814,119.00","$814,119.00","$1,628,238.00",$0.00,$0.00,"$3,256,476.00",Zapopan,Jalisco,0,
2011,Nuevo León,70,0,0,1,0,0,"$1,548,660.00","$1,032,440.00","$2,581,100.00",$0.00,$0.00,"$5,162,200.00",San Pedro Garza García,Nuevo León,0,
2011,San Luis Potosí,80,0,0,1,0,0,"$612,798.00","$612,798.00","$1,225,597.00",$0.00,$0.00,"$2,451,193.00",San Luis Potosí,San Luis Potosí,0,
2011,CANIETI,2,2,0,1,1,0,"$261,528.00",$0.00,"$784,583.00",$0.00,$0.00,"$1,046,111.00",San Pedro Garza García,Nuevo León,0,
2011,Nuevo León,80,0,0,1,0,0,"$1,552,318.00","$1,034,879.10","$2,587,197.80",$0.00,$0.00,"$5,174,394.90",Monterrey,Nuevo León,0,
2011,Nuevo León,75,0,0,1,0,0,"$1,731,014.00","$1,154,008.00","$2,885,026.10",$0.00,$0.00,"$5,770,048.10",San Pedro Garza García,Nuevo León,0,
2011,Morelos,40,0,0,1,0,1,"$1,456,537.50","$1,456,537.50","$2,913,075.00",$0.00,$0.00,"$5,826,150.00",Cuernavaca,Morelos,0,
2011,Sonora,10,0,0,1,0,0,"$570,298.00","$570,298.00","$1,140,596.00",$0.00,$0.00,"$2,281,192.00",Hermosillo,Sonora,0,
2011,Sonora,2,0,0,1,0,0,"$435,675.00","$435,675.00","$871,350.00",$0.00,$0.00,"$1,742,700.00",Hermosillo,Sonora,0,
2011,Jalisco,80,0,0,1,0,0,"$588,325.60","$588,325.60","$1,176,652.20",$0.00,$0.00,"$2,353,303.40",Guadalajara,Jalisco,0,
2011,Sonora,100,20,0,1,0,1,"$1,111,320.00","$1,111,320.00","$2,222,639.00",$0.00,$0.00,"$4,445,279.00",Hermosillo,Sonora,0,
2011,Sonora,3,0,0,1,0,0,"$2,000,000.00","$2,000,000.00","$4,000,000.00",$0.00,$0.00,"$8,000,000.00",Hermosillo,Sonora,0,
2011,AMITI,0,6,0,1,1,1,"$174,476.00",$0.00,"$523,420.60",$0.00,$0.00,"$697,896.60",Benito Juárez,Distrito Federal,0,
2011,Hidalgo,5,5,0,1,0,0,"$967,811.00","$967,811.00","$1,935,623.00",$0.00,$0.00,"$3,871,245.00",Pachuca de Soto,Hidalgo,0,
2011,Sonora,5,4,0,1,0,0,"$691,488.00","$691,488.00","$1,382,975.00",$0.00,$0.00,"$2,765,951.00",Hermosillo,Sonora,0,
2011,AMITI,0,0,0,1,0,0,"$768,500.00",$0.00,"$2,305,500.00",$0.00,$0.00,"$3,074,000.00",Coyoacán,Distrito Federal,0,
2011,AMITI,107,127,0,3,0,0,"$3,284,026.80",$0.00,"$9,852,080.20",$0.00,$0.00,"$13,136,107.00",Benito Juárez,Distrito Federal,0,
2011,Jalisco,41,8,0,1,0,0,"$815,036.90","$815,036.90","$1,630,073.70",$0.00,$0.00,"$3,260,147.50",Guadalajara,Jalisco,0,
2011,Jalisco,0,0,0,1,0,0,"$904,800.00","$904,800.00","$1,809,600.00",$0.00,$0.00,"$3,619,200.00",Tepatitlán,Jalisco,0,
2011,Nuevo León,8,0,0,1,0,0,"$547,375.00","$547,375.00","$1,094,750.00",$0.00,$0.00,"$2,189,500.00",San Pedro Garza García,Nuevo León,0,
2011,Jalisco,0,0,0,1,0,0,"$890,000.00","$890,000.00","$1,780,000.00",$0.00,$0.00,"$3,560,000.00",Zapopan,Jalisco,0,
2011,CANIETI,16,0,0,1,0,0,"$798,830.00",$0.00,"$2,396,500.00",$0.00,$0.00,"$3,195,330.00",San Pedro Garza García,Nuevo León,0,
2011,Nuevo León,70,1,0,1,0,0,"$1,029,150.00","$686,110.00","$1,715,260.00",$0.00,$0.00,"$3,430,520.00",San Pedro Garza García,Nuevo León,0,
2011,Chihuahua,6,0,0,1,0,0,"$231,125.00","$231,125.00","$462,250.00",$0.00,$0.00,"$924,500.00",Chihuahua,Chihuahua,0,
2011,Nuevo León,80,0,0,1,0,0,"$1,657,780.00","$1,105,187.00","$2,762,968.20",$0.00,$0.00,"$5,525,935.20",San Pedro Garza García,Nuevo León,0,
2011,AMITI,7,10,0,1,0,0,"$282,117.00",$0.00,"$846,352.00",$0.00,$0.00,"$1,128,469.00",Cuauhtémoc,Distrito Federal,0,
2011,Jalisco,10,0,0,1,0,0,"$191,026.00","$191,026.00","$382,053.00",$0.00,$0.00,"$764,105.00",Guadalajara,Jalisco,0,
2011,AMITI,4,0,0,1,0,1,"$185,462.00",$0.00,"$556,387.00",$0.00,$0.00,"$741,849.00",Benito Juárez,Distrito Federal,0,
2011,Nuevo León,13,0,0,1,0,0,"$317,690.00","$317,690.00","$635,390.00",$0.00,$0.00,"$1,270,770.00",San Pedro Garza García,Nuevo León,0,
2011,CANIETI,52,19,0,1,1,0,"$259,439.00",$0.00,"$778,328.00",$0.00,$0.00,"$1,037,767.00",Coyoacán,Distrito Federal,0,
2011,Jalisco,0,0,0,1,0,0,"$999,920.00","$999,920.00","$1,999,840.00",$0.00,$0.00,"$3,999,680.00",Zapopan,Jalisco,0,
2011,Jalisco,36,0,0,1,0,0,"$717,000.00","$717,000.00","$1,434,000.00",$0.00,$0.00,"$2,868,000.00",Zapopan,Jalisco,0,
2011,Jalisco,16,0,0,1,0,0,"$327,108.00","$327,108.00","$654,216.00",$0.00,$0.00,"$1,308,432.00",Guadalajara,Jalisco,0,
2011,Jalisco,0,0,0,1,0,0,"$151,960.00","$151,960.00","$303,920.00",$0.00,$0.00,"$607,840.00",Zapopan,Jalisco,0,
2011,Jalisco,10,0,0,1,0,0,"$177,362.00","$177,362.00","$354,727.00",$0.00,$0.00,"$709,451.00",Guadalajara,Jalisco,0,
2011,Jalisco,23,0,0,1,0,0,"$464,419.00","$464,419.00","$928,839.00",$0.00,$0.00,"$1,857,677.00",Zapopan,Jalisco,0,
2011,Jalisco,27,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",Guadalajara,Jalisco,0,
2011,Jalisco,14,2,0,1,1,1,"$445,451.00","$445,451.00","$890,902.00",$0.00,$0.00,"$1,781,804.00",Guadalajara,Jalisco,0,
2011,Jalisco,10,3,0,1,0,0,"$202,856.00","$202,856.00","$405,712.00",$0.00,$0.00,"$811,424.00",Zapopan,Jalisco,0,
2011,Jalisco,12,0,0,1,0,0,"$317,642.00","$317,642.00","$635,285.00",$0.00,$0.00,"$1,270,569.00",Guadalajara,Jalisco,0,
2011,Jalisco,0,0,0,1,0,0,"$967,672.00","$967,672.00","$1,935,344.00",$0.00,$0.00,"$3,870,688.00",Guadalajara,Jalisco,0,
2011,Jalisco,120,0,0,3,0,0,"$1,686,596.00","$1,686,596.00",$0.00,$0.00,"$18,939,887.00","$22,313,079.00",El Salto,Jalisco,0,
2011,Jalisco,12,3,0,1,1,1,"$448,795.00","$448,795.00","$897,590.00",$0.00,$0.00,"$1,795,180.00",Guadalajara,Jalisco,0,
2011,CANIETI,0,2000,0,1,0,0,"$1,473,776.00",$0.00,"$4,421,332.00",$0.00,$0.00,"$5,895,108.00",Cuauhtémoc,Distrito Federal,0,
2011,Jalisco,0,0,0,1,0,0,"$4,000,000.00","$4,000,000.00","$8,000,000.00",$0.00,$0.00,"$16,000,000.00",Guadalajara,Jalisco,0,
2011,Jalisco,4,0,0,1,1,1,"$776,620.00",$0.00,"$418,180.00",$0.00,$0.00,"$1,194,800.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers 
2011,Jalisco,7,0,0,1,1,1,"$347,759.00","$347,759.00","$695,519.00",$0.00,$0.00,"$1,391,037.00",Zapopan,Jalisco,0,
2011,Jalisco,12,12,0,1,1,1,"$498,956.00","$498,956.00","$997,913.00",$0.00,$0.00,"$1,995,825.00",Guadalajara,Jalisco,0,
2011,Jalisco,5,0,0,1,0,0,"$461,100.00","$461,100.00","$922,200.00",$0.00,$0.00,"$1,844,400.00",Zapopan,Jalisco,0,
2011,Nuevo León,52,11,0,1,0,0,"$1,159,445.00","$772,962.00","$1,932,416.10",$0.00,$0.00,"$3,864,823.10",Monterrey,Nuevo León,0,
2011,Jalisco,10,3,0,1,1,1,"$714,999.50",$0.00,"$385,000.50",$0.00,$0.00,"$1,100,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers 
2011,Nuevo León,60,0,0,1,0,0,"$1,767,900.00","$1,178,600.00","$2,946,500.00",$0.00,$0.00,"$5,893,000.00",San Pedro Garza García,Nuevo León,0,
2011,Nuevo León,60,35,0,1,0,0,"$1,323,951.00","$882,633.00","$2,206,592.00",$0.00,$0.00,"$4,413,176.00",Monterrey,Nuevo León,0,
2011,Jalisco,70,0,0,1,0,0,"$4,000,000.00","$4,000,000.00","$8,000,000.00",$0.00,$0.00,"$16,000,000.00",Zapopan,Jalisco,0,
2011,Jalisco,1,0,0,1,1,0,"$714,999.50",$0.00,"$385,000.50",$0.00,$0.00,"$1,100,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers 
2011,Jalisco,3,0,0,1,1,1,"$185,107.00",$0.00,"$99,673.00",$0.00,$0.00,"$284,780.00",Zapopan,Jalisco,1,B. Fortalecimiento de Clústers 
2011,AMITI,0,0,0,9,0,0,"$557,090.00",$0.00,"$98,310.00",$0.00,$0.00,"$655,400.00",Chihuahua,Chihuahua,1,B. Fortalecimiento de Clústers 
2011,Nuevo León,0,12,0,1,0,0,"$1,607,480.00","$1,607,480.00","$3,214,960.00",$0.00,$0.00,"$6,429,920.00",Monterrey,Nuevo León,0,
2011,Nuevo León,3,0,0,1,0,0,"$571,590.00","$571,590.00","$1,143,180.00",$0.00,$0.00,"$2,286,360.00",San Pedro Garza García,Nuevo León,0,
2011,Jalisco,3,0,0,1,0,0,"$31,123.00","$31,123.00","$62,248.00",$0.00,$0.00,"$124,494.00",Zapopan,Jalisco,0,
2011,Nuevo León,15,0,0,1,0,0,"$488,914.00","$488,914.00","$977,831.00",$0.00,$0.00,"$1,955,659.00",San Pedro Garza García,Nuevo León,0,
2011,Nuevo León,0,0,0,1,1,1,"$191,826.00",$0.00,"$103,290.00",$0.00,$0.00,"$295,116.00",San Pedro Garza García,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,Jalisco,20,0,0,1,1,1,"$697,589.00","$697,589.00","$1,395,179.00",$0.00,$0.00,"$2,790,357.00",Guadalajara,Jalisco,0,
2011,AMITI,2,0,0,1,1,1,"$771,650.00",$0.00,"$428,022.00",$0.00,$0.00,"$1,199,672.00",Álvaro Obregón,Distrito Federal,1,B. Fortalecimiento de Clústers 
2011,Jalisco,25,2,0,1,1,1,"$855,464.00","$855,464.00","$1,710,930.00",$0.00,$0.00,"$3,421,858.00",Guadalajara,Jalisco,0,
2011,Jalisco,6,0,0,1,1,1,"$245,340.00","$245,340.00","$490,680.00",$0.00,$0.00,"$981,360.00",Guadalajara,Jalisco,0,
2011,AMITI,0,5,0,1,1,1,"$465,670.00",$0.00,"$250,746.00",$0.00,$0.00,"$716,416.00",Mérida,Yucatán,1,B. Fortalecimiento de Clústers 
2011,Nuevo León,53,33,0,1,0,0,"$1,421,574.00","$947,716.00","$2,369,298.40",$0.00,$0.00,"$4,738,588.40",San Nicolás de los Garza,Nuevo León,0,
2011,Jalisco,400,0,0,3,0,0,"$3,395,193.00","$3,395,193.20","$6,790,386.20",$0.00,$0.00,"$13,580,772.40",Tlaquepaque,Jalisco,0,
2011,Jalisco,0,0,0,1,0,0,"$200,000.00","$200,000.00","$400,000.00",$0.00,$0.00,"$800,000.00",Zapopan,Jalisco,0,
2011,Jalisco,10,2,0,1,1,1,"$393,167.00","$393,167.00","$786,337.00",$0.00,$0.00,"$1,572,671.00",Guadalajara,Jalisco,0,
2011,CANIETI,0,0,0,1,1,1,"$83,055.00",$0.00,"$44,723.00",$0.00,$0.00,"$127,778.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,AMITI,0,3,0,1,1,1,"$400,109.00",$0.00,"$215,444.00",$0.00,$0.00,"$615,553.00",Coyoacán,Distrito Federal,1,B. Fortalecimiento de Clústers 
2011,Jalisco,25,0,0,1,0,0,"$488,586.00","$488,586.00","$977,172.00",$0.00,$0.00,"$1,954,344.00",Guadalajara,Jalisco,0,
2011,CANIETI,0,0,0,1,1,1,"$505,457.00",$0.00,"$272,168.00",$0.00,$0.00,"$777,625.00",Guadalupe,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,CANIETI,0,0,0,1,1,1,"$487,801.00",$0.00,"$262,661.00",$0.00,$0.00,"$750,462.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,Jalisco,"2,000",0,0,1,0,0,"$5,000,000.00","$5,000,000.00","$12,966,536.00",$0.00,$0.00,"$22,966,536.00",Tlaquepaque,Jalisco,0,
2011,Sinaloa,0,0,0,1,0,0,"$150,000.00","$150,000.00","$300,000.00",$0.00,$0.00,"$600,000.00",Culiacán,Sinaloa,0,
2011,CANIETI,0,0,0,1,1,1,"$507,159.00",$0.00,"$273,086.00",$0.00,$0.00,"$780,245.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,CANIETI,0,0,0,1,1,1,"$827,591.00",$0.00,"$445,625.00",$0.00,$0.00,"$1,273,216.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers 
2011,CANIETI,0,0,0,1,0,0,"$4,177,400.00",$0.00,$0.00,$0.00,"$2,837,446.00","$7,014,846.00",Tlalpan,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2011,AMITI,1,0,0,1,1,1,"$180,706.00",$0.00,"$97,302.00",$0.00,$0.00,"$278,008.00",Cuauhtémoc,Distrito Federal,1,B. Fortalecimiento de Clústers 
2011,CANIETI,0,50,0,1,0,0,"$1,405,247.00",$0.00,"$247,985.00",$0.00,$0.00,"$1,653,232.00",Tlalpan,Distrito Federal,1,"F. Fortalecimiento institucional y mejora del marco legal, regulatorio y de políticas sectoriales"
2011,CANIETI,0,0,0,1,1,1,"$773,500.00",$0.00,"$416,500.00",$0.00,$0.00,"$1,190,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers 
2011,CANIETI,0,0,0,1,1,1,"$625,029.00",$0.00,"$336,553.00",$0.00,$0.00,"$961,582.00",Mérida,Yucatán,1,B. Fortalecimiento de Clústers 
2011,CANIETI,0,0,0,1,1,1,"$773,500.00",$0.00,"$416,500.00",$0.00,$0.00,"$1,190,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers 
2011,AMITI,1,0,0,1,1,1,"$204,259.00",$0.00,"$109,985.00",$0.00,$0.00,"$314,244.00",Cuauhtémoc,Distrito Federal,1,B. Fortalecimiento de Clústers 
