Año,Organismo Promotor,Empleos potenciales comprometidos,Empleos mejorados comprometidos,Empresas atendidas potenciales comprometidas,Empresas atendidas existentes comprometidas,Certificaciones Organizacionales comprometidas,Implantaciones comprometidas, Monto de aportación del PROSOFT ," Monto de aportación de la entidad federativa
 ", Monto de aportación del sector privado , Monto de aportación del sector académico , Monto de aportación de otros aportantes , Total de aportaciones ,Localización-Municipio del Proyecto,Localización-Entidad Federativa del Proyecto,Vinculado al Banco Mundial,Componente de Banco Mundial
2007,Nuevo León,2,0,0,1,0,0,"$52,384.00","$52,384.00","$104,768.00",$0.00,$0.00,"$209,536.00",Monterrey,Nuevo León,0,
2007,Jalisco,4,0,0,1,0,0,"$650,000.00","$650,000.00","$1,300,000.00",$0.00,$0.00,"$2,600,000.00",Guadalajara,Jalisco,0,
2007,Sinaloa,2,4,0,1,0,0,"$140,429.00","$140,429.00","$280,867.00",$0.00,$0.00,"$561,725.00",Culiacán,Sinaloa,0,
2007,Sinaloa,0,3,0,1,0,0,"$108,630.00","$108,630.00","$217,261.50",$0.00,$0.00,"$434,521.50",Culiacán,Sinaloa,0,
2007,Nuevo León,1,4,0,1,0,0,"$47,216.00","$47,216.00","$94,441.00",$0.00,$0.00,"$188,873.00",Monterrey,Nuevo León,0,
2007,Nuevo León,6,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,439,146.00",$0.00,$0.00,"$4,439,146.00",Monterrey,Nuevo León,0,
2007,Tabasco,0,4,0,1,0,0,"$290,519.00","$290,519.00","$699,343.00",$0.00,$0.00,"$1,280,381.00",Varios,Tabasco,0,
2007,Tamaulipas,0,70,0,1,0,0,"$900,369.00","$900,369.00","$1,800,951.00",$0.00,$0.00,"$3,601,689.00",Ciudad Victoria,Tamaulipas,0,
2007,Jalisco,50,25,0,1,0,0,"$2,100,000.00","$1,400,000.00","$3,519,832.00",$0.00,$0.00,"$7,019,832.00",Guadalajara,Jalisco,0,
2007,Aguascalientes,100,0,0,1,0,0,"$2,999,959.00","$1,999,972.00","$5,313,461.00",$0.00,$0.00,"$10,313,392.00",Aguascalientes,Aguascalientes,0,
2007,Tamaulipas,1,0,0,1,0,0,"$199,461.00","$199,461.00","$398,923.00",$0.00,$0.00,"$797,845.00",Victoria,Tamaulipas,0,
2007,Nuevo León,10,0,0,1,0,0,"$531,420.00","$531,420.00","$1,062,835.60",$0.00,$0.00,"$2,125,675.60",Monterrey,Nuevo León,0,
2007,Tamaulipas,1,0,0,1,0,0,"$50,000.00","$50,000.00","$100,000.00",$0.00,$0.00,"$200,000.00",Victoria,Tamaulipas,0,
2007,Veracruz,3,3,0,1,0,0,"$649,825.00","$649,825.00","$1,299,649.00",$0.00,$0.00,"$2,599,299.00",Veracruz,Veracruz,0,
2007,Aguascalientes,5,20,0,1,0,0,"$748,741.00","$748,741.00","$1,497,482.00",$0.00,$0.00,"$2,994,964.00",Aguascalientes,Aguascalientes,0,
2007,Tabasco,5,0,0,1,0,0,"$45,125.00","$45,125.00","$90,250.00",$0.00,$0.00,"$180,500.00",Varios,Tabasco,0,
2007,Sinaloa,0,4,0,1,0,0,"$138,532.00","$138,532.00","$292,064.00",$0.00,$0.00,"$569,128.00",Culiacán,Sinaloa,0,
2007,Nuevo León,10,2,0,1,0,0,"$219,796.00","$219,796.00","$464,262.00",$0.00,$0.00,"$903,854.00",Monterrey,Nuevo León,0,
2007,Nuevo León,6,0,0,1,0,0,"$137,889.00","$137,889.00","$275,779.00",$0.00,$0.00,"$551,557.00",San Pedro Garza García,Nuevo León,0,
2007,Nuevo León,0,8,0,4,0,0,"$139,840.00","$139,840.00",$0.00,"$279,680.00",$0.00,"$559,360.00",Monterrey,Nuevo León,0,
2007,Sinaloa,5,5,0,1,0,0,"$420,984.00","$420,984.00","$841,968.00",$0.00,$0.00,"$1,683,936.00",Culiacán,Sinaloa,0,
2007,Nuevo León,1,0,0,1,0,0,"$337,500.00","$337,500.00","$675,000.00",$0.00,$0.00,"$1,350,000.00",Monterrey,Nuevo León,0,
2007,Sinaloa,5,0,0,1,0,0,"$1,418,812.00","$1,418,812.00","$2,837,626.00",$0.00,$0.00,"$5,675,250.00",Culiacán,Sinaloa,0,
2007,Nuevo León,100,125,0,1,0,0,"$2,904,380.00","$1,936,253.00","$4,840,634.00",$0.00,$0.00,"$9,681,267.00",Monterrey,Nuevo León,0,
2007,Nuevo León,8,0,0,1,0,0,"$347,589.00","$347,589.00","$695,306.00",$0.00,$0.00,"$1,390,484.00",Monterrey,Nuevo León,0,
2007,Sinaloa,1,0,0,1,0,0,"$750,000.00","$750,000.00","$1,500,000.00",$0.00,$0.00,"$3,000,000.00",Ahome,Sinaloa,0,
2007,Nuevo León,0,26,0,3,0,0,"$446,319.00","$446,319.00","$920,491.00",$0.00,$0.00,"$1,813,129.00",Monterrey,Nuevo León,0,
2007,Sinaloa,2,4,0,1,0,0,"$86,700.00","$86,700.00","$173,400.00",$0.00,$0.00,"$346,800.00",Culiacán ,Sinaloa,0,
2007,Sinaloa,11,0,0,1,0,0,"$1,196,785.00","$1,196,785.00","$2,393,575.00",$0.00,$0.00,"$4,787,145.00",Culiacán,Sinaloa,0,
2007,Sinaloa,2,4,0,1,0,0,"$86,700.00","$86,700.00","$173,400.00",$0.00,$0.00,"$346,800.00",Culiacán ,Sinaloa,0,
2007,Sinaloa,14,7,0,1,0,0,"$292,672.00","$292,672.00","$585,344.00",$0.00,$0.00,"$1,170,688.00",Culiacán,Sinaloa,0,
2007,Sinaloa,1,0,0,1,0,0,"$133,880.00","$133,880.00","$267,761.00",$0.00,$0.00,"$535,521.00",Ahome,Sinaloa,0,
2007,Sinaloa,4,0,0,1,0,0,"$34,782.00","$34,782.00","$69,564.00",$0.00,$0.00,"$139,128.00",Culiacán,Sinaloa,0,
2007,Sinaloa,5,0,0,1,0,0,"$41,252.00","$41,252.00","$82,503.00",$0.00,$0.00,"$165,007.00",Culiacán,Sinaloa,0,
2007,Sinaloa,1,0,0,1,0,0,"$155,250.00","$155,250.00","$310,500.00",$0.00,$0.00,"$621,000.00",Ahome,Sinaloa,0,
2007,Sinaloa,3,8,0,1,0,0,"$343,903.00","$343,903.00","$687,804.00",$0.00,$0.00,"$1,375,610.00",Culiacán,Sinaloa,0,
2007,Sinaloa,2,20,0,1,0,0,"$457,231.00","$457,231.00","$929,461.00",$0.00,$0.00,"$1,843,923.00",Culiacán,Sinaloa,0,
2007,Sinaloa,1,0,0,1,0,0,"$350,000.00","$350,000.00","$700,000.00",$0.00,$0.00,"$1,400,000.00",Culiacán,Sinaloa,0,
2007,Sinaloa,1,0,0,1,0,0,"$120,000.00","$120,000.00","$240,000.00",$0.00,$0.00,"$480,000.00",Navolato,Sinaloa,0,
2007,Sinaloa,1,0,0,1,0,0,"$320,000.00","$320,000.00","$640,000.00",$0.00,$0.00,"$1,280,000.00",Culiacán,Sinaloa,0,
2007,Jalisco,1,0,0,1,0,0,"$84,375.00","$84,375.00","$168,750.00",$0.00,$0.00,"$337,500.00",Guadalajara,Jalisco,0,
2007,Jalisco,4,0,0,1,0,0,"$248,167.00","$248,167.00","$496,335.00",$0.00,$0.00,"$992,669.00",Guadalajara,Jalisco,0,
2007,Jalisco,30,10,0,1,0,0,"$1,179,703.00","$1,179,703.00","$2,359,406.00",$0.00,$0.00,"$4,718,812.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$63,335.00","$63,335.00","$126,670.00",$0.00,$0.00,"$253,340.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$494,236.00","$494,236.00","$988,472.00",$0.00,$0.00,"$1,976,944.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$95,075.00","$95,075.00","$190,151.00",$0.00,$0.00,"$380,301.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$150,000.00","$150,000.00","$300,000.00",$0.00,$0.00,"$600,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$287,500.00","$287,500.00","$575,000.00",$0.00,$0.00,"$1,150,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,1,0,0,1,0,0,"$455,400.00","$455,400.00","$910,800.00",$0.00,$0.00,"$1,821,600.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$158,125.00","$158,125.00","$316,250.00",$0.00,$0.00,"$632,500.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$316,250.00","$316,250.00","$632,500.00",$0.00,$0.00,"$1,265,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$375,000.00","$375,000.00","$750,000.00",$0.00,$0.00,"$1,500,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$175,000.00","$175,000.00","$350,000.00",$0.00,$0.00,"$700,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$201,250.00","$201,250.00","$402,500.00",$0.00,$0.00,"$805,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,1,8,0,1,0,0,"$163,377.00","$163,377.00","$326,753.00",$0.00,$0.00,"$653,507.00",Guadalajara,Jalisco,0,
2007,Jalisco,2,0,0,1,0,0,"$36,304.00","$36,304.00","$72,610.00",$0.00,$0.00,"$145,218.00",Guadalajara,Jalisco,0,
2007,Jalisco,5,0,0,1,0,0,"$1,006,250.00","$1,006,250.00","$2,012,500.00",$0.00,$0.00,"$4,025,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,0,26,0,1,0,0,"$105,293.00","$105,293.00","$211,342.50",$0.00,$0.00,"$421,928.50",Guadalajara,Jalisco,0,
2007,Jalisco,10,9,0,1,0,0,"$961,865.00","$961,865.00","$1,923,730.00",$0.00,$0.00,"$3,847,460.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,2,0,1,0,0,"$125,000.00","$125,000.00","$273,156.00",$0.00,$0.00,"$523,156.00",Guadalajara,Jalisco,0,
2007,Jalisco,1,0,0,1,0,0,"$87,500.00","$87,500.00","$175,000.00",$0.00,$0.00,"$350,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,4,0,0,1,0,0,"$254,811.00","$254,811.00","$509,620.00",$0.00,$0.00,"$1,019,242.00",Guadalajara,Jalisco,0,
2007,Sinaloa,12,0,0,1,0,0,"$238,000.00","$238,000.00","$586,000.00",$0.00,$0.00,"$1,062,000.00",Mazatlán,Sinaloa,0,
2007,Sinaloa,1,0,0,1,0,0,"$280,000.00","$280,000.00","$560,000.00",$0.00,$0.00,"$1,120,000.00",Culiacán,Sinaloa,0,
2007,Jalisco,8,4,0,1,0,0,"$600,000.00","$600,000.00","$1,200,000.00",$0.00,$0.00,"$2,400,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,0,10,0,1,0,0,"$2,623,586.00","$2,623,586.00","$5,247,183.40",$0.00,$0.00,"$10,494,355.40",Guadalajara,Jalisco,0,
2007,Jalisco,0,5,0,1,0,0,"$93,840.00","$93,840.00","$187,680.00",$0.00,$0.00,"$375,360.00",Guadalajara,Jalisco,0,
2007,Sinaloa,1,0,0,1,0,0,"$280,000.00","$280,000.00","$560,000.00",$0.00,$0.00,"$1,120,000.00",Culiacán,Sinaloa,0,
2007,Jalisco,10,13,0,1,0,0,"$297,400.00","$297,400.00","$594,799.00",$0.00,$0.00,"$1,189,599.00",Guadalajara,Jalisco,0,
2007,Chiapas,0,84,0,1,0,0,"$2,573,362.00","$1,715,574.00",$0.00,"$4,288,937.00",$0.00,"$8,577,873.00",Tuxtla Gutiérrez ,Chiapas,0,
2007,Sinaloa,3,0,0,1,0,0,"$47,610.00","$47,610.00","$95,220.00",$0.00,$0.00,"$190,440.00",Culiacán,Sinaloa,0,
2007,Jalisco,0,5,0,1,0,0,"$1,202,612.00","$1,202,612.00","$2,405,225.00",$0.00,$0.00,"$4,810,449.00",Guadalajara,Jalisco,0,
2007,Jalisco,0,2,0,1,0,0,"$2,012,320.00","$2,012,320.00","$4,024,641.00",$0.00,$0.00,"$8,049,281.00",Guadalajara,Jalisco,0,
2007,Sinaloa,4,1,0,1,0,0,"$112,860.00","$112,860.00","$225,718.00",$0.00,$0.00,"$451,438.00",Ahome,Sinaloa,0,
2007,Jalisco,7,4,0,1,0,0,"$498,667.00","$498,667.00","$997,338.00",$0.00,$0.00,"$1,994,672.00",Guadalajara,Jalisco,0,
2007,Jalisco,6,0,0,1,0,0,"$427,867.00","$427,867.00","$855,750.00",$0.00,$0.00,"$1,711,484.00",Guadalajara,Jalisco,0,
2007,Sinaloa,3,6,0,1,0,0,"$268,623.00","$268,623.00","$537,246.00",$0.00,$0.00,"$1,074,492.00",Culiacán,Sinaloa,0,
2007,Jalisco,1,4,0,1,0,0,"$70,135.00","$70,135.00","$140,271.00",$0.00,$0.00,"$280,541.00",Guadalajara,Jalisco,0,
2007,Sinaloa,1,0,0,1,0,0,"$850,000.00","$850,000.00","$1,700,000.00",$0.00,$0.00,"$3,400,000.00",Culiacán,Sinaloa,0,
2007,Jalisco,50,10,0,1,0,0,"$6,174,015.00","$4,116,009.00","$10,290,024.00",$0.00,$0.00,"$20,580,048.00",Zapopan,Jalisco,0,
2007,Sinaloa,1,0,0,1,0,0,"$500,000.00","$500,000.00","$1,000,000.00",$0.00,$0.00,"$2,000,000.00",Culiacán,Sinaloa,0,
2007,Jalisco,40,20,0,1,0,0,"$958,733.00","$958,733.00","$2,004,867.00",$0.00,$0.00,"$3,922,333.00",Guadalajara,Jalisco,0,
2007,Sinaloa,4,60,2,1,0,0,"$769,970.00","$769,970.00",$0.00,"$1,539,924.00",$0.00,"$3,079,864.00",Varios,Sinaloa,0,
2007,Jalisco,7,0,0,1,0,0,"$609,841.00","$609,841.00",$0.00,"$1,220,619.30",$0.00,"$2,440,301.30",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$37,500.00","$37,500.00","$75,000.00",$0.00,$0.00,"$150,000.00",Guadalajara,Jalisco,0,
2007,Sinaloa,1,0,0,1,0,0,"$400,000.00","$400,000.00","$800,000.00",$0.00,$0.00,"$1,600,000.00",Culiacán,Sinaloa,0,
2007,Jalisco,3,0,0,1,0,0,"$457,413.00","$457,413.00","$914,825.00",$0.00,$0.00,"$1,829,651.00",Guadalajara,Jalisco,0,
2007,Jalisco,0,18,0,7,0,0,"$887,499.00","$887,499.00","$1,775,003.00",$0.00,$0.00,"$3,550,001.00",Guadalajara,Jalisco,0,
2007,Sinaloa,1,0,0,1,0,0,"$400,000.00","$400,000.00","$800,000.00",$0.00,$0.00,"$1,600,000.00",Culiacán,Sinaloa,0,
2007,CANIETI,50,14,0,1,0,0,"$2,110,500.00",$0.00,"$3,521,689.00",$0.00,$0.00,"$5,632,189.00",Benito Juárez,Distrito Federal,0,
2007,Sinaloa,100,0,0,1,0,0,"$317,921.00","$211,947.00","$529,869.00",$0.00,$0.00,"$1,059,737.00",Culiacán,Sinaloa,0,
2007,Jalisco,120,0,0,1,0,0,"$3,610,984.00","$2,407,322.00","$6,018,306.00",$0.00,$0.00,"$12,036,612.00",Guadalajara,Jalisco,0,
2007,Jalisco,22,8,0,1,0,0,"$394,662.00","$394,662.00","$789,325.00",$0.00,$0.00,"$1,578,649.00",Guadalajara,Jalisco,0,
2007,Jalisco,5,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",Guadalajara,Jalisco,0,
2007,Sinaloa,0,3,0,1,0,0,"$93,946.00","$93,946.00","$187,892.60",$0.00,$0.00,"$375,784.60",Culiacán,Sinaloa,0,
2007,Jalisco,55,18,0,1,0,0,"$1,999,980.00","$1,333,118.00","$3,332,735.00",$0.00,$0.00,"$6,665,833.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,4,0,1,0,0,"$588,715.00","$588,715.00","$1,177,433.00",$0.00,$0.00,"$2,354,863.00",Guadalajara,Jalisco,0,
2007,Veracruz,61,0,0,21,0,0,"$12,000,000.00","$8,000,000.00","$5,813,334.00","$3,000,000.00","$32,747,000.00","$61,560,334.00",Veracruz,Veracruz,0,
2007,Jalisco,5,3,0,1,0,0,"$431,806.00","$431,806.00","$863,813.00",$0.00,$0.00,"$1,727,425.00",Guadalajara,Jalisco,0,
2007,Chiapas,5,0,0,1,0,0,"$480,065.00","$480,065.00","$960,132.00",$0.00,$0.00,"$1,920,262.00",Tuxtla Gutiérrez,Chiapas,0,
2007,Nuevo León,60,0,0,1,0,0,"$6,543,248.00",$0.00,"$10,905,412.60",$0.00,$0.00,"$17,448,660.60",Monterrey,Nuevo León,0,
2007,Jalisco,5,0,0,1,0,0,"$110,106.00","$110,106.00","$234,318.00",$0.00,$0.00,"$454,530.00",Guadalajara,Jalisco,0,
2007,Chiapas,1,0,0,1,0,0,"$490,187.00","$490,187.00","$980,376.00",$0.00,$0.00,"$1,960,750.00",Tuxtla Gutiérrez,Chiapas,0,
2007,Jalisco,2,0,0,1,0,0,"$50,938.00","$50,938.00","$101,876.00",$0.00,$0.00,"$203,752.00",Guadalajara,Jalisco,0,
2007,Jalisco,0,500,0,1,0,0,"$1,000,000.00","$1,000,000.00","$1,000,000.00",$0.00,$0.00,"$3,000,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,3,0,0,1,0,0,"$124,676.00","$124,676.00","$249,352.50",$0.00,$0.00,"$498,704.50",Guadalajara,Jalisco,0,
2007,Tabasco,0,5,0,1,0,0,"$100,000.00","$100,000.00","$200,555.00",$0.00,$0.00,"$400,555.00",Varios,Tabasco,0,
2007,Estado de México,99,213,0,1,0,0,"$6,724,350.00",$0.00,"$11,207,251.00",$0.00,$0.00,"$17,931,601.00",Huixquilucan,Estado de México,0,
2007,Querétaro,30,0,0,1,0,0,"$280,000.00","$280,000.00","$565,116.30",$0.00,$0.00,"$1,125,116.30",Querétaro,Querétaro,0,
2007,Aguascalientes,25,10,0,1,0,0,"$1,207,250.00","$1,207,250.00","$3,139,000.00",$0.00,$0.00,"$5,553,500.00",Aguascalientes,Aguascalientes,0,
2007,Sinaloa,2,4,0,1,0,0,"$86,700.00","$86,700.00","$173,400.00",$0.00,$0.00,"$346,800.00",Culiacán ,Sinaloa,0,
2007,Jalisco,6,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",Guadalajara,Jalisco,0,
2007,Jalisco,0,500,0,1,0,0,"$5,211,009.00","$5,211,009.00","$10,422,261.00",$0.00,$0.00,"$20,844,279.00",Guadalajara,Jalisco,0,
2007,AMITI,0,2,0,1,0,0,"$34,500.00",$0.00,"$103,500.00",$0.00,$0.00,"$138,000.00",Miguel Hidalgo,Distrito Federal,0,
2007,AMITI,12,0,0,1,0,0,"$1,025,344.00",$0.00,"$3,076,032.00",$0.00,$0.00,"$4,101,376.00",Benito Juárez,Distrito Federal,0,
2007,Tamaulipas,100,5,1,1,0,0,"$2,627,282.00","$2,627,282.00","$5,254,579.00",$0.00,$0.00,"$10,509,143.00",Victoria,Tamaulipas,0,
2007,Aguascalientes,15,0,0,1,0,0,"$182,217.00","$182,217.00","$364,435.00",$0.00,$0.00,"$728,869.00",Aguascalientes,Aguascalientes,0,
2007,AMITI,0,2,0,1,0,0,"$34,500.00",$0.00,"$103,500.00",$0.00,$0.00,"$138,000.00",Cuauhtémoc,Distrito Federal,0,
2007,Nuevo León,5,0,0,1,0,0,"$312,070.00","$312,070.00","$624,140.00",$0.00,$0.00,"$1,248,280.00",Monterrey,Nuevo León,0,
2007,Nuevo León,140,125,0,1,0,0,"$3,530,000.00","$2,353,000.00","$5,883,000.00",$0.00,$0.00,"$11,766,000.00",San Pedro Garza García,Nuevo León,0,
2007,Zacatecas,0,4,0,2,0,0,"$141,250.00","$141,250.00","$282,500.00",$0.00,$0.00,"$565,000.00",Guadalupe,Zacatecas,0,
2007,Sinaloa,1,0,0,1,0,0,"$1,897,000.00","$1,897,000.00","$3,794,000.00",$0.00,$0.00,"$7,588,000.00",Mazatlán ,Sinaloa,0,
2007,Distrito Federal,145,161,0,1,0,0,"$2,193,611.00","$1,462,408.00","$3,656,019.00",$0.00,$0.00,"$7,312,038.00",Azcapotzalco,Distrito Federal,0,
2007,AMITI,3,0,1,1,0,0,"$63,255.00",$0.00,"$189,763.00",$0.00,$0.00,"$253,018.00",Coyoacán,Distrito Federal,0,
2007,Querétaro,5,5,0,1,0,0,"$557,500.00","$557,500.00","$1,122,831.00",$0.00,$0.00,"$2,237,831.00",Querétaro,Querétaro,0,
2007,Hidalgo,20,0,0,1,0,0,"$1,478,550.00","$1,478,550.00","$2,957,101.00",$0.00,$0.00,"$5,914,201.00",Tulancingo,Hidalgo,0,
2007,CANIETI,1,0,0,1,0,0,"$404,180.00",$0.00,"$1,212,541.00",$0.00,$0.00,"$1,616,721.00",Cuauhtémoc,Distrito Federal,0,
2007,Jalisco,0,5,0,1,0,0,"$419,732.00","$419,732.00","$839,466.00",$0.00,$0.00,"$1,678,930.00",Guadalajara,Jalisco,0,
2007,Zacatecas,7,12,0,1,0,0,"$346,465.00","$346,537.00","$692,932.00",$0.00,$0.00,"$1,385,934.00",Zacatecas,Zacatecas,0,
2007,Aguascalientes,10,0,0,1,0,0,"$684,011.00","$684,011.00","$1,369,977.80",$0.00,$0.00,"$2,737,999.80",Aguascalientes,Aguascalientes,0,
2007,Chihuahua,0,8,0,1,0,0,"$313,369.00","$313,369.00",$0.00,"$627,685.00",$0.00,"$1,254,423.00",Chihuahua,Chihuahua,0,
2007,Aguascalientes,14,0,0,1,0,0,"$100,000.00","$100,000.00","$237,780.00",$0.00,$0.00,"$437,780.00",Aguascalientes,Aguascalientes,0,
2007,Jalisco,21,4,0,1,0,0,"$5,566,309.00","$5,566,309.00","$12,321,230.00",$0.00,$0.00,"$23,453,848.00",Guadalajara,Jalisco,0,
2007,Quintana Roo,7,3,0,1,0,0,"$191,387.00","$191,387.00","$382,776.00",$0.00,$0.00,"$765,550.00",Benito Juárez,Quintana Roo,0,
2007,Jalisco,27,0,0,1,0,0,"$1,092,500.00","$1,092,500.00","$2,185,060.00",$0.00,$0.00,"$4,370,060.00",Guadalajara,Jalisco,0,
2007,Zacatecas,64,0,0,1,0,0,"$1,511,180.00","$1,511,180.00","$3,022,359.00",$0.00,$0.00,"$6,044,719.00",Sombrerete,Zacatecas,0,
2007,Jalisco,380,438,0,1,0,0,"$3,300,000.00","$2,592,307.00","$13,187,763.00",$0.00,$0.00,"$19,080,070.00",Guadalajara,Jalisco,0,
2007,Estado de México,20,5,0,1,0,0,"$1,149,031.00","$1,149,031.00","$2,298,059.00",$0.00,$0.00,"$4,596,121.00",Cuautitlán Izcalli,Estado de México,0,
2007,AMITI,1,0,0,1,0,0,"$629,340.00",$0.00,"$1,888,019.00",$0.00,$0.00,"$2,517,359.00",Miguel Hidalgo,Distrito Federal,0,
2007,Zacatecas,25,30,0,6,0,0,"$1,701,561.00","$1,701,561.00","$3,403,123.00",$0.00,$0.00,"$6,806,245.00",Fresnillo,Zacatecas,0,
2007,Nayarit,6,36,1,12,0,0,"$500,000.00","$500,000.00","$1,000,000.00",$0.00,$0.00,"$2,000,000.00",Tepic,Nayarit,0,
2007,Jalisco,1,0,0,1,0,0,"$256,458.00","$256,458.00","$512,918.00",$0.00,$0.00,"$1,025,834.00",Guadalajara,Jalisco,0,
2007,Jalisco,1,0,0,1,0,0,"$96,539.00","$96,539.00","$193,081.00",$0.00,$0.00,"$386,159.00",Guadalajara,Jalisco,0,
2007,Zacatecas,0,30,0,1,0,0,"$1,112,140.00","$1,112,140.00","$2,224,286.00",$0.00,$0.00,"$4,448,566.00",Guadalajara,Jalisco,0,
2007,Zacatecas,4,4,1,1,0,0,"$404,206.00","$404,206.00","$808,413.00",$0.00,$0.00,"$1,616,825.00",Guadalajara,Jalisco,0,
2007,CANIETI,4,0,0,1,0,0,"$478,957.00",$0.00,"$1,436,871.00",$0.00,$0.00,"$1,915,828.00",Miguel Hidalgo,Distrito Federal,0,
2007,CANIETI,5,0,0,1,0,0,"$2,180,437.00",$0.00,"$4,997,229.00",$0.00,$0.00,"$7,177,666.00",Tlalpan,Distrito Federal ,0,
2007,CANIETI,0,2,0,1,0,0,"$197,815.00",$0.00,"$593,446.00",$0.00,$0.00,"$791,261.00",Benito Juárez,Distrito Federal,0,
2007,Michoacán,1,0,0,1,0,0,"$130,000.00","$130,000.00","$260,000.00",$0.00,$0.00,"$520,000.00",Morelia,Michoacán,0,
2007,San Luis Potosí,0,29,0,1,0,0,"$500,000.00","$500,000.00","$1,000,000.00",$0.00,$0.00,"$2,000,000.00",San Luis Potosí,San Luis Potosí,0,
2007,San Luis Potosí,25,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",San Luis Potosí ,San Luis Potosí,0,
2007,Aguascalientes,10,0,0,1,0,0,"$833,750.00","$833,750.00","$1,667,500.00",$0.00,$0.00,"$3,335,000.00",Aguascalientes,Aguascalientes,0,
2007,Zacatecas,5,0,0,1,0,0,"$185,640.00","$185,640.00","$371,280.00",$0.00,$0.00,"$742,560.00",Fresnillo,Zacatecas,0,
2007,CANIETI,0,162,1,20,0,0,"$1,705,020.00",$0.00,"$5,115,060.00",$0.00,$0.00,"$6,820,080.00",Benito Juárez,Distrito Federal,0,
2007,AMITI,0,5,0,6,0,0,"$175,000.00",$0.00,"$526,763.20",$0.00,$0.00,"$701,763.20",Cuauhtémoc,Distrito Federal,0,
2007,Nuevo León,1,0,0,1,0,0,"$440,450.00","$440,450.00","$880,900.00",$0.00,$0.00,"$1,761,800.00",Monterrey,Nuevo León,0,
2007,Nuevo León,2,6,0,1,0,0,"$213,002.00","$213,002.00","$426,012.30",$0.00,$0.00,"$852,016.30",Monterrey,Nuevo León,0,
2007,Sinaloa,200,0,0,1,0,0,"$3,016,209.00","$2,010,806.00","$5,027,014.00",$0.00,$0.00,"$10,054,029.00",Culiacán,Sinaloa,0,
2007,Nuevo León,5,4,0,1,0,0,"$251,442.00","$251,442.00","$502,886.00",$0.00,$0.00,"$1,005,770.00",Monterrey,Nuevo León,0,
2007,Nuevo León,30,0,0,1,0,0,"$250,439.00","$250,439.00","$500,877.00",$0.00,$0.00,"$1,001,755.00",Monterrey,Nuevo León,0,
2007,Baja California Sur,10,64,0,1,0,0,"$1,436,257.00",$0.00,"$2,393,762.50",$0.00,$0.00,"$3,830,019.50",La Paz,Baja California Sur,0,
2007,Nuevo León,6,9,1,4,0,0,"$210,625.00","$1,823,573.00","$2,102,398.00",$0.00,$0.00,"$4,136,596.00",Monterrey,Nuevo León,0,
2008,CANIETI,15,0,0,1,0,0,"$107,197.00",$0.00,"$321,589.00",$0.00,$0.00,"$428,786.00",Querétaro,Querétaro,0,
2008,CANIETI,50,4,1,1,0,0,"$1,817,910.00",$0.00,"$3,029,850.00",$0.00,$0.00,"$4,847,760.00",Azcapotzalco,Distrito Federal,0,
2008,CANIETI,2,0,0,1,0,0,"$3,174,506.00",$0.00,"$9,521,000.00",$0.00,$0.00,"$12,695,506.00",Benito Juárez,Distrito Federal,0,
2008,CANIETI,100,10,0,1,0,0,"$2,380,907.00",$0.00,"$3,968,335.00",$0.00,$0.00,"$6,349,242.00",Varios,Varios,0,
2008,CANIETI,4,0,0,1,0,0,"$1,499,960.00",$0.00,"$2,600,000.00",$0.00,$0.00,"$4,099,960.00",Ensenada ,Baja California,0,
2008,CANIETI,2,10,0,1,0,0,"$479,262.00",$0.00,"$1,437,788.00",$0.00,$0.00,"$1,917,050.00",Benito Juárez ,Distrito Federal,0,
